steps,calories_burned,sleep_hours,heart_rate_avg,cluster
27247,3088.55,4.9,85,2
7756,3540.58,10.6,100,1
2173,2033.51,3.1,83,1
2013,1668.52,4.1,71,1
26289,2717.36,1.8,81,2
16372,2001.96,8.0,174,0
25442,1542.38,10.5,65,2
24289,1752.31,4.6,97,2
24322,3205.8,8.9,132,0
27140,3910.62,2.8,171,3
9039,2682.42,11.8,112,0
7864,1769.47,9.2,111,1
10292,3555.86,10.2,158,0
3081,1501.52,11.5,95,1
26171,1919.94,10.2,143,0
25126,3441.88,0.7,133,3
21362,2171.74,5.1,106,2
20094,3145.69,4.9,121,2
6617,1973.6,10.8,87,1
6164,1725.1,7.5,79,1
7870,2143.47,7.1,127,0
14757,3468.05,2.9,158,3
11085,2203.99,11.3,87,1
8606,3891.95,4.6,66,1
14318,2182.42,3.5,161,3
25547,2090.9,2.1,108,2
26372,3157.97,6.0,105,2
12016,3424.18,7.1,96,1
8842,3427.58,9.7,72,1
17565,1563.76,8.3,61,2
26173,3522.89,9.8,112,2
7547,3201.49,11.3,158,0
23615,3406.49,1.5,111,3
5330,1607.01,10.0,179,0
12719,1520.15,4.6,62,1
3018,2433.27,4.0,104,1
15896,3209.84,6.9,137,0
14775,1643.07,3.3,144,3
3632,3773.0,3.6,138,3
11609,3714.78,7.4,74,1
7196,2339.97,3.4,156,3
15784,3606.37,2.9,120,3
24726,2409.57,2.9,155,3
3143,3994.87,7.0,177,0
7953,2131.75,9.5,104,1
13080,2932.11,9.4,76,1
2805,1855.63,7.4,88,1
29437,3069.24,5.5,108,2
8557,2176.85,1.2,159,3
8957,2321.98,1.8,118,3
26239,3388.61,11.0,83,2
1372,2436.46,2.7,147,3
15744,2905.35,9.1,177,0
13624,3036.96,6.2,175,0
26565,3123.05,4.1,80,2
25045,2557.75,6.5,90,2
4405,1803.26,1.0,104,1
15585,3612.91,2.9,166,3
22409,2076.67,9.7,145,0
16119,2844.05,0.2,103,3
26671,3573.34,10.6,165,0
16478,3106.91,10.5,134,0
28358,3138.19,11.0,166,0
5317,2173.88,0.8,66,1
21559,3045.06,11.5,126,0
9961,2916.96,11.2,78,1
14444,1939.45,6.0,61,1
20664,2487.44,1.2,119,3
22895,2894.52,9.2,146,0
23547,1706.33,2.7,94,2
28952,2555.83,6.0,159,3
5373,3043.84,1.8,126,3
8359,2889.22,3.7,154,3
16740,3922.47,0.5,91,3
9024,2270.62,6.6,93,1
23184,2093.18,8.0,159,0
27457,3678.78,8.6,114,2
16290,2001.75,7.3,75,2
23329,3818.43,7.8,176,0
28755,3983.92,11.3,170,0
5733,1566.06,6.1,63,1
13257,2269.85,2.3,126,3
16261,3988.4,5.6,65,2
23494,1747.25,2.2,169,3
15756,1548.73,1.0,116,3
7280,2135.4,1.4,77,1
679,3139.2,1.9,91,1
19150,3889.96,6.1,166,3
26540,2771.11,8.0,165,0
10701,3043.58,4.2,165,3
28719,2271.93,4.3,113,2
17323,2879.57,4.2,107,2
1250,3259.75,4.0,89,1
22629,3600.0,5.6,120,2
24697,2105.42,10.1,125,0
11880,2167.74,7.5,65,1
28682,1769.63,11.9,83,2
18132,1888.31,1.4,62,2
20655,3953.52,0.6,173,3
29717,1951.86,0.3,74,2
15729,1816.28,3.7,123,3
18325,1544.01,4.2,62,2
12870,2269.98,11.7,85,1
11295,2321.43,7.3,169,0
20735,3302.29,3.4,114,2
7532,2471.0,3.5,118,1
1444,1684.73,2.2,68,1
492,3721.85,5.0,134,1
25342,3699.11,5.5,130,2
10816,1678.73,9.3,73,1
26972,1889.57,11.3,120,2
16514,2571.92,8.5,126,0
24483,2655.86,2.2,97,2
28042,2699.63,6.2,88,2
29737,3484.66,8.8,115,2
20644,2416.77,7.6,107,2
3977,2533.04,8.4,147,0
12105,2941.63,8.0,116,0
11428,2910.63,10.8,159,0
3149,2668.63,9.7,145,0
9060,1945.0,1.0,67,1
3270,2613.73,9.2,157,0
9185,2269.02,5.6,112,1
5464,2616.09,11.6,147,0
12557,2567.24,10.7,169,0
14407,1860.94,9.2,168,0
29268,3477.99,9.9,66,2
25189,3104.82,6.2,135,2
10634,3736.34,7.9,167,0
28647,1702.85,3.1,164,3
387,3351.71,10.4,133,0
8358,2635.24,4.1,76,1
13571,3458.68,11.9,80,2
14159,2417.49,9.8,121,0
18295,2006.53,7.1,106,2
28579,2717.6,5.8,145,2
1298,3459.62,4.4,148,3
7770,2423.68,6.0,143,0
17733,2370.77,3.4,120,3
8277,3305.0,9.1,126,0
17631,2510.58,8.7,144,0
20452,2368.85,5.8,82,2
8337,2105.37,5.4,115,1
12054,1959.2,10.4,160,0
28869,1557.26,2.0,173,3
23251,3817.53,11.8,154,0
25461,2189.53,6.4,170,3
16670,1986.14,4.8,95,2
1636,1714.47,2.0,87,1
4206,1511.79,1.3,88,1
29564,2985.75,10.7,141,0
17317,3575.55,6.0,65,2
3875,1859.83,10.5,162,0
16558,3966.67,9.3,134,0
28853,3998.19,8.8,161,0
23760,3770.6,4.4,109,2
6068,1690.14,10.8,148,0
9038,3474.43,3.5,151,3
1060,3008.06,4.3,163,3
18904,2229.91,11.2,78,2
12262,3228.34,0.3,120,3
14759,3220.5,7.7,114,0
12607,3118.36,7.4,62,1
22102,2090.45,9.9,71,2
4519,3578.1,0.0,174,3
492,2399.46,5.2,69,1
8462,3637.74,3.3,159,3
21600,3083.71,5.4,86,2
1863,1546.6,7.9,132,1
5230,2975.34,9.4,133,0
25974,1710.21,9.6,94,2
20815,3106.18,11.3,131,0
8279,1761.38,6.3,150,0
4128,2078.85,8.7,134,0
848,3327.8,4.5,148,3
17721,3553.3,9.3,143,0
21419,3439.78,11.9,141,0
6629,2529.36,1.5,79,1
17502,2091.58,9.9,122,0
1849,3916.53,5.0,142,1
21553,1581.13,10.1,141,0
4147,1702.36,3.0,104,1
27218,2299.71,0.2,103,2
60,1548.8,6.3,102,1
25737,2795.08,2.2,133,3
746,3051.9,10.0,87,1
852,3203.58,1.1,128,1
10040,3159.32,9.3,125,0
20434,3832.67,11.3,83,2
2585,1577.52,4.9,72,1
25569,2117.63,1.0,143,3
16340,2352.48,0.5,164,3
16984,2910.62,9.7,128,0
23333,3267.74,7.6,90,2
6339,3752.22,0.7,126,3
1914,2914.97,8.1,127,1
16908,3191.88,5.2,130,3
8067,2026.94,10.4,68,1
19358,1704.45,1.1,114,3
15720,3470.7,9.3,137,0
23156,2255.16,1.6,72,2
3476,3406.69,9.9,159,0
19696,2825.13,10.1,91,2
17079,2187.59,4.9,135,3
9264,3835.76,3.9,162,3
26094,1898.5,9.0,144,0
23186,2398.49,2.7,128,3
336,3229.8,9.8,172,0
10073,2037.06,4.3,159,3
4778,1770.89,11.7,166,0
29202,2971.49,11.9,86,2
20015,2573.35,0.0,127,3
15034,2148.56,7.3,172,0
24471,3607.87,11.1,95,2
13109,1846.9,10.3,172,0
5938,2355.7,1.6,85,1
9003,1685.11,4.6,144,3
5765,3530.03,6.6,167,0
22171,2218.94,8.5,165,0
2423,2284.99,5.6,108,1
9484,2594.87,9.6,155,0
29158,3172.19,10.9,139,0
28548,2425.52,11.4,76,2
12759,2695.63,10.9,114,0
17255,2741.17,8.2,152,0
11611,1569.58,4.0,134,3
7218,3185.84,10.3,176,0
21349,2425.76,9.8,74,2
27705,2505.3,6.7,164,0
20816,1793.56,8.6,87,2
11406,2689.81,1.6,123,3
29670,3649.17,9.3,177,0
14179,3890.61,4.2,154,3
24230,2688.66,0.5,69,2
18318,3675.81,5.2,113,2
19929,3980.39,8.5,121,0
23619,3394.88,8.7,174,0
21013,1603.26,3.9,144,3
19142,2454.59,4.8,94,2
3427,2050.63,3.9,124,1
23598,3203.47,6.8,105,2
7158,1923.68,2.9,106,1
15750,2134.55,2.9,125,3
17112,3423.94,3.2,162,3
18370,3065.41,5.2,74,2
29817,3708.92,9.1,89,2
18432,3186.21,5.6,157,3
13994,2965.63,8.8,178,0
18159,3595.41,4.5,161,3
28315,2296.35,9.1,82,2
22765,2084.56,3.5,143,3
27011,3247.17,5.8,142,2
21185,1706.57,0.8,66,2
7518,2629.28,5.7,104,1
9190,3823.71,6.0,95,1
26033,2900.88,11.6,117,2
5347,1805.3,6.9,140,0
25331,3780.65,10.8,154,0
972,3520.54,3.2,162,3
557,1677.97,6.8,155,0
24330,3395.25,4.1,167,3
7295,3095.21,6.3,162,0
27988,2812.34,8.8,116,2
9838,3508.48,1.5,64,1
12584,1881.82,0.9,77,1
22606,2321.17,4.6,157,3
6943,3680.08,5.8,88,1
19184,1772.77,10.2,84,2
19148,1779.59,4.1,153,3
4255,1986.07,2.3,97,1
27376,3906.04,11.0,137,0
14165,3405.88,5.6,100,1
20584,2996.3,1.7,105,3
11490,3203.66,6.3,118,1
10559,2741.02,10.1,115,0
3794,3822.64,1.9,132,3
4523,2416.88,2.0,124,1
25294,2732.91,8.4,68,2
13933,2714.76,0.8,85,1
7196,1951.32,7.6,71,1
24004,1853.61,4.0,168,3
11423,2792.83,2.7,70,1
1563,3382.42,0.7,179,3
2823,1806.17,3.6,179,3
25240,2605.47,4.3,162,3
5296,2934.75,3.6,61,1
2551,2785.23,11.8,169,0
8317,2204.29,6.9,135,0
20649,2862.29,5.6,115,2
22516,3782.2,6.9,136,0
25027,2055.32,4.4,129,2
27002,3354.17,8.7,179,0
29328,2944.55,8.7,69,2
12758,3666.85,4.6,73,1
23424,2445.26,9.9,99,2
18858,2864.71,0.8,74,2
22819,3799.79,3.9,74,2
8246,2882.24,5.8,171,0
4596,3230.01,0.5,126,3
27883,3212.65,3.4,168,3
4394,1922.66,2.2,113,1
3316,1805.93,7.7,166,0
15427,3685.97,10.3,92,2
2125,3632.76,4.6,126,1
29318,2383.33,5.3,145,3
17265,2611.66,7.4,90,2
16335,1844.89,7.1,71,2
21301,1505.09,11.3,173,0
24,3492.59,3.2,76,1
10522,3968.89,7.9,74,1
29442,3842.85,1.2,162,3
27225,3027.92,3.3,63,2
12967,2196.94,8.2,60,1
10710,2956.7,10.6,119,0
21858,3680.77,2.5,90,2
28933,3591.28,11.1,163,0
6855,1975.86,3.9,163,3
15701,2835.56,0.1,66,1
11263,2428.78,5.1,111,1
1922,3059.51,4.0,69,1
28115,2514.56,0.8,137,3
17671,2541.3,5.5,120,2
3565,1761.06,6.2,174,0
10972,3396.05,1.3,171,3
4369,2754.0,7.9,174,0
7232,2626.14,5.2,172,3
8021,2217.47,10.2,91,1
20052,3723.06,2.4,88,2
21535,1738.68,3.3,89,2
24642,3690.52,9.9,102,2
25628,2513.56,3.4,62,2
16577,1597.84,8.8,95,2
21000,2433.7,3.0,133,3
15152,3438.12,5.5,159,3
12197,2712.27,9.9,63,1
23345,3116.55,11.4,146,0
7041,3301.73,11.8,87,1
12126,1991.71,9.2,139,0
16018,3441.93,0.1,108,3
16168,2351.06,10.7,122,0
6872,3340.27,7.8,163,0
3428,1783.77,2.9,127,1
6000,2177.52,10.8,113,0
23248,2107.17,0.1,116,3
5481,3532.73,4.5,118,1
23576,2711.02,0.3,63,2
13089,3585.94,4.0,134,3
28365,3824.94,10.6,112,2
7184,2190.3,2.1,60,1
6838,2791.99,9.5,124,0
20737,3322.84,2.3,140,3
16297,1644.2,1.9,119,3
16479,3270.25,9.8,162,0
2701,1569.96,10.9,132,0
29810,1559.07,7.4,169,0
13629,2623.79,9.8,110,0
22628,2799.92,2.8,102,2
587,2040.51,9.7,89,1
5589,2532.37,1.3,121,3
29936,2358.41,6.7,70,2
6453,1846.97,9.7,105,1
3526,2642.36,2.2,91,1
5563,2750.0,9.0,148,0
8501,2172.55,11.2,172,0
12717,1712.16,7.0,116,1
6501,2236.55,0.2,141,3
24028,3921.57,1.5,156,3
10680,1570.52,9.0,166,0
4346,1857.01,1.4,127,3
24421,2035.85,3.3,70,2
25911,3403.67,1.0,114,3
13618,3752.25,10.0,146,0
3907,1626.32,2.6,118,1
19271,3311.24,8.3,160,0
28641,2218.65,8.6,125,2
11057,1870.64,10.3,63,1
10528,1866.87,8.2,143,0
17399,2759.99,11.3,174,0
15922,3862.38,2.0,145,3
22576,1810.69,9.4,66,2
11151,2359.4,10.7,82,1
15405,3010.35,6.8,66,2
16747,2626.18,11.5,179,0
20437,2442.02,9.8,137,0
22107,3901.4,4.2,129,3
3957,3437.86,10.9,124,0
4866,1885.91,8.6,127,0
5159,2278.78,11.8,167,0
16729,2135.45,11.2,161,0
13137,3189.99,7.8,176,0
22213,3883.28,9.8,164,0
3684,3981.33,8.2,120,1
18321,3362.94,1.6,133,3
16686,3533.46,10.8,127,0
16933,3954.81,3.2,105,2
28182,3385.3,7.7,82,2
20784,3119.18,9.9,165,0
14509,2775.28,2.3,148,3
16851,3198.62,8.3,172,0
28704,3063.99,9.2,123,2
2691,3307.92,5.3,152,3
7909,1695.14,8.4,171,0
22938,3997.27,3.9,81,2
28836,1772.42,11.8,64,2
6772,2858.61,5.8,85,1
14571,2869.1,5.2,129,3
20808,2092.33,9.7,99,2
24870,2999.04,2.3,122,3
6465,1978.3,2.9,77,1
63,1782.73,6.8,104,1
16557,2100.5,2.0,160,3
29240,3337.93,3.1,134,3
26883,3483.7,1.9,110,2
19634,1810.46,3.3,115,3
24097,2154.8,11.3,84,2
24521,3193.62,4.5,179,3
15952,3689.03,9.2,150,0
1814,2603.86,1.3,71,1
1789,1613.14,5.9,91,1
1162,2714.65,2.2,143,3
27404,2337.01,3.4,117,2
5822,2603.38,4.7,96,1
19943,2475.98,1.4,92,2
17706,3516.92,1.4,114,3
23919,2540.25,5.6,175,3
27676,3416.85,0.5,146,3
28330,1636.21,4.2,104,2
17680,3454.96,11.3,119,0
28790,3776.91,8.6,161,0
24041,1933.73,8.6,174,0
10307,1762.02,8.9,61,1
1796,2255.9,9.9,97,1
25634,1546.32,10.2,63,2
4701,3123.87,11.1,60,1
1644,1821.44,5.6,178,0
26324,3979.1,2.3,71,2
6476,2837.6,8.8,60,1
2269,2475.3,3.5,76,1
28844,3569.57,1.8,154,3
775,2006.2,3.9,109,1
5875,2024.77,6.3,173,0
10165,1952.17,10.4,147,0
13240,2902.19,0.4,121,3
28477,3464.49,10.2,134,0
27239,1750.94,1.3,151,3
16321,3970.36,1.3,160,3
12087,2374.07,0.6,118,3
28926,3429.56,4.8,107,2
3771,2614.89,11.0,94,1
24010,3464.73,11.3,130,0
17584,1527.44,8.5,169,0
12586,3996.52,10.4,80,1
25729,3644.0,4.9,66,2
1389,2966.66,4.8,111,1
15820,3049.94,10.0,106,0
26295,2571.76,9.9,115,2
12208,1972.07,3.0,93,1
29786,1618.69,2.8,131,3
21389,2540.59,4.1,150,3
1822,2747.65,6.7,83,1
5250,2835.53,1.0,135,3
6154,2145.29,6.3,69,1
10428,1977.57,4.3,153,3
23414,2331.52,2.9,163,3
16491,2173.19,6.3,98,2
8737,3982.68,0.8,93,1
9304,3012.69,1.5,177,3
16558,2511.69,4.3,112,3
1501,3488.23,3.5,142,3
10870,3221.7,4.8,95,1
14672,2531.76,3.6,158,3
9198,2371.59,1.2,93,1
7571,1626.13,5.3,163,3
7553,3938.2,10.9,76,1
2549,2897.8,11.8,125,0
14707,2796.95,9.4,97,2
14714,2198.13,1.8,177,3
13755,3963.39,8.2,80,1
28013,2574.8,8.0,170,0
14306,1997.03,11.5,108,0
19559,3928.76,5.8,143,3
15979,2833.54,8.0,149,0
20114,3639.38,2.5,119,3
23621,2068.27,8.9,68,2
16590,2468.08,7.2,137,0
23718,2529.52,7.5,169,0
21336,2123.53,6.9,103,2
3847,2844.79,3.1,67,1
27053,1877.96,11.8,61,2
1291,2650.64,0.5,89,1
22304,1857.83,6.5,165,0
955,2399.76,9.2,118,1
25626,2375.15,9.7,176,0
13771,3823.69,3.5,70,1
9325,3930.84,5.4,87,1
13343,2492.53,8.7,137,0
12342,2809.19,10.0,138,0
27396,2900.33,0.9,140,3
21069,2759.09,3.3,135,3
6738,3332.73,6.9,139,0
8422,3407.03,8.7,139,0
29608,3486.46,6.9,63,2
8532,2797.88,6.2,141,0
4651,1870.58,7.4,73,1
6722,3081.86,3.3,61,1
15448,3962.37,2.1,142,3
3729,3967.97,0.8,173,3
29442,3688.04,6.0,106,2
14016,3420.47,4.4,88,1
14903,1585.87,9.7,177,0
6399,1522.01,6.2,63,1
14942,2533.1,1.2,60,1
14978,2207.75,11.5,96,0
12328,2184.6,7.0,135,0
15883,3091.59,4.1,140,3
24511,2236.19,3.5,79,2
17732,3563.85,0.5,137,3
8035,3755.85,9.8,65,1
11077,1727.96,7.9,113,1
22363,1557.1,0.1,170,3
21275,2679.72,0.5,138,3
11789,3647.99,4.9,173,3
9157,3714.85,10.6,167,0
22151,2470.03,11.3,88,2
9795,2953.34,11.0,175,0
12185,1674.73,5.4,161,3
12456,1818.01,9.8,165,0
27616,2714.19,5.4,72,2
28388,3508.97,10.8,143,0
16895,3690.58,2.2,103,3
10741,1693.94,7.8,61,1
6359,3663.44,6.2,78,1
26967,2399.0,3.6,118,2
22954,3165.84,8.1,168,0
26188,3497.29,1.3,174,3
21929,2012.32,11.1,177,0
9861,2576.05,0.4,137,3
22855,2715.96,5.4,96,2
9689,2003.48,11.6,100,0
18721,1962.42,8.2,157,0
11338,3573.38,11.3,71,1
20646,2738.21,5.0,112,2
11898,3551.7,2.0,139,3
25510,3854.51,7.6,160,0
19052,1812.79,0.0,83,2
10298,3982.77,10.0,80,1
3732,1592.99,6.0,147,0
10458,3745.48,0.4,137,3
24843,2910.95,7.9,102,2
21003,2796.79,11.0,174,0
13492,3361.19,7.2,144,0
11183,1783.68,2.0,129,3
22149,3077.0,8.6,145,0
25787,3077.47,3.5,131,3
4599,3293.74,8.2,86,1
10053,1544.77,1.1,167,3
28459,2023.14,11.8,137,0
21596,1567.77,2.0,178,3
24988,3140.73,7.7,171,0
19737,3124.82,1.4,144,3
1675,2873.94,7.2,78,1
17687,1769.49,5.7,133,3
23449,3766.96,4.8,107,2
12004,3350.02,8.1,135,0
23355,3107.93,4.6,153,3
5255,2001.0,2.9,152,3
13338,3145.47,0.0,175,3
26831,3518.09,9.4,94,2
10968,1554.21,3.7,113,1
15982,2154.14,4.1,118,3
14269,3760.32,6.0,136,3
16579,3356.72,4.7,114,2
15318,3968.52,9.6,114,0
6902,3431.81,4.3,74,1
6793,3324.67,0.1,158,3
19096,2992.13,10.6,149,0
29771,2486.96,8.3,71,2
8094,2485.56,3.4,98,1
25526,2029.77,12.0,78,2
17931,1502.9,3.3,141,3
5853,3517.17,6.9,85,1
6642,1949.98,3.8,156,3
28365,2089.99,2.8,108,2
26831,2931.06,11.1,103,2
9405,3423.67,4.5,104,1
6478,3802.58,10.0,77,1
5545,2221.73,2.8,131,3
4300,2732.55,9.9,83,1
7131,2516.13,8.9,163,0
5821,1913.39,10.5,70,1
5499,1892.69,1.0,136,3
16580,2587.21,0.4,112,3
10011,3815.46,4.2,178,3
15626,2474.79,6.6,85,2
7020,2034.95,2.1,160,3
17565,1932.67,5.3,159,3
22289,1604.34,9.8,137,0
21926,1799.1,9.3,91,2
8916,2453.61,8.0,98,1
18887,3546.95,6.4,162,0
26789,3288.21,9.6,95,2
735,1787.04,9.6,92,1
19655,2871.25,11.9,113,0
13994,2466.05,9.7,79,2
18466,3673.16,2.5,151,3
19026,3399.8,7.3,148,0
24781,3737.68,5.4,128,2
14392,3889.02,11.7,89,2
11627,2101.93,5.4,68,1
7822,3870.09,10.6,107,0
25752,3911.56,1.4,94,2
20991,2979.02,9.9,67,2
15984,3154.74,8.9,123,0
13223,1767.72,3.9,105,1
12551,1875.07,10.9,167,0
4372,2718.96,8.1,93,1
14158,3258.27,0.2,101,3
5941,3795.68,0.6,135,3
3826,3200.02,3.5,77,1
15072,3721.14,11.5,174,0
6506,2922.93,11.2,72,1
2898,2971.94,3.0,109,1
4857,2242.07,0.3,116,1
3266,1580.66,2.8,146,3
2654,2772.69,7.5,141,0
13053,3843.8,9.9,152,0
12897,1600.2,7.6,104,1
16583,2809.4,9.7,135,0
27901,1577.34,5.2,78,2
14919,3088.94,5.5,67,1
23744,1717.62,0.4,95,2
20314,3549.76,8.2,97,2
17602,2153.88,9.8,158,0
28905,1677.87,5.1,103,2
830,2331.97,6.5,142,1
23628,3106.02,7.4,70,2
8662,2749.89,11.6,178,0
11075,2248.0,6.4,115,1
26633,1956.03,3.3,164,3
19334,3745.95,0.4,126,3
446,2139.69,6.4,129,1
21966,2487.75,7.9,119,2
19101,1783.87,0.1,176,3
19218,3293.37,5.6,152,3
2201,3160.95,0.3,78,1
15719,2731.8,10.5,68,2
29840,1896.51,9.5,136,2
21671,3509.03,11.3,157,0
22453,1930.92,5.9,137,3
4827,3099.29,2.9,102,1
3850,3798.36,5.4,131,1
18740,2988.92,2.4,85,2
4810,3535.02,7.2,136,0
718,3138.61,6.8,104,1
12561,3189.17,3.6,111,1
13083,3556.34,8.6,115,0
8113,3549.99,11.0,163,0
9305,3552.49,10.5,71,1
25404,2794.28,10.7,175,0
3458,2160.23,4.3,122,1
28892,3265.69,5.2,78,2
21320,3058.83,2.5,60,2
15601,3515.07,11.2,85,2
29931,3642.22,2.5,92,2
26654,2087.17,5.3,147,3
10311,1946.24,1.6,143,3
14375,3258.26,10.7,76,2
13612,2449.14,9.8,134,0
1996,3994.45,2.4,141,3
22382,3499.54,11.4,142,0
10087,3847.9,6.4,108,1
15217,2224.01,6.6,140,0
9614,2952.59,11.6,141,0
24489,3335.5,10.7,146,0
29407,2832.01,7.6,122,2
3114,1894.03,2.4,162,3
25423,3890.68,11.3,118,2
19897,2630.27,1.6,162,3
896,2234.32,1.4,154,3
20414,3399.59,8.1,142,0
17002,2243.66,3.4,81,2
12413,2752.02,8.4,122,0
1997,3831.75,3.7,150,3
17394,2351.78,4.1,139,3
11160,1860.53,11.7,166,0
2173,2880.32,6.9,79,1
20224,2161.43,1.4,174,3
5772,2826.4,8.9,62,1
26954,3489.47,4.6,135,3
6845,2818.7,4.3,141,3
9366,2709.53,8.7,134,0
3942,2664.06,7.7,168,0
12862,2273.23,5.4,72,1
8871,3675.79,5.8,169,0
22247,2092.56,7.8,154,0
11982,3763.71,5.0,98,1
1732,2700.31,11.6,176,0
23601,3384.48,9.0,109,2
13643,2887.14,10.8,112,0
14807,2974.24,9.5,156,0
956,2745.99,2.0,75,1
22899,1667.02,10.7,114,2
8672,2251.38,9.7,165,0
821,1667.82,2.3,125,1
6041,2496.6,11.5,129,0
12756,2679.49,1.6,151,3
15929,2759.02,5.3,121,3
23400,1594.04,3.8,113,2
21129,2680.68,3.9,87,2
5835,2143.85,2.8,102,1
5165,3137.5,8.6,168,0
11843,3444.66,10.3,78,1
19484,3201.88,2.9,114,3
11841,2303.82,2.9,164,3
19902,3598.19,10.0,97,2
21247,2617.23,8.1,79,2
5432,2416.4,7.7,71,1
3557,1669.68,12.0,134,0
18559,2847.59,10.7,87,2
25370,1526.32,10.6,99,2
16800,3756.03,0.5,109,3
8036,3822.71,2.5,121,3
28530,2811.77,1.6,152,3
28628,2745.53,3.8,116,2
16347,1717.76,9.2,86,2
29740,3248.83,10.8,130,2
29266,3512.73,5.9,159,3
17138,3950.52,3.6,168,3
5388,1652.19,5.1,104,1
15776,1817.5,9.2,131,0
20124,1770.32,6.6,80,2
5385,1690.84,10.4,162,0
7264,1771.78,10.8,90,1
17413,3073.81,11.8,100,0
13471,3157.8,3.1,170,3
20697,2024.37,11.5,137,0
10213,3727.25,3.7,178,3
4804,2593.5,4.5,164,3
26396,1646.6,9.7,104,2
29605,3778.43,7.7,115,2
12344,3674.43,7.0,112,1
14795,3094.32,6.4,145,0
15108,1568.08,11.3,112,0
17759,2817.99,11.2,132,0
21205,1557.33,3.0,136,3
8397,3465.05,6.2,118,1
6573,3862.16,2.4,169,3
25991,3010.06,11.9,179,0
23151,3094.55,8.6,142,0
17985,2830.14,0.6,105,3
24532,3427.58,2.1,175,3
14972,3820.54,11.1,157,0
27309,2024.84,7.3,145,0
28446,2549.01,2.0,124,3
20370,3751.04,4.9,76,2
15476,3736.66,9.9,175,0
15996,1983.59,10.2,162,0
9078,3872.6,1.3,111,3
3796,2225.55,11.4,147,0
1781,3146.93,9.5,90,1
6198,2613.47,2.4,87,1
9760,3571.18,0.1,140,3
197,1762.19,10.9,88,1
2788,3822.47,7.9,141,0
26448,3658.33,2.7,101,2
24232,2908.97,4.6,78,2
7578,1544.4,6.9,173,0
2473,2967.31,5.8,89,1
14272,1953.47,10.6,99,0
19628,3502.95,3.6,161,3
24693,2665.24,0.1,120,3
4776,3185.91,4.5,96,1
2004,2380.32,6.8,176,0
22440,2227.0,10.5,85,2
4335,3247.02,7.5,103,1
13272,1896.48,3.2,145,3
2040,1649.15,8.9,79,1
27122,1999.22,9.3,119,2
14531,1518.38,7.8,119,0
19260,2183.84,7.8,93,2
2683,2554.59,6.7,106,1
3961,3999.08,3.9,87,1
23432,2410.77,8.8,142,0
10331,2122.92,0.9,64,1
28726,3746.41,3.1,98,2
16041,3679.89,7.4,109,2
8351,1765.54,11.2,74,1
4522,1621.04,5.8,171,0
23656,3989.22,3.3,105,2
13067,3322.41,7.0,62,1
16887,1934.68,4.5,99,2
9263,1716.62,5.4,155,3
18761,2356.15,9.8,116,0
13168,2034.26,8.6,98,1
1678,2053.44,2.8,62,1
28911,1961.25,5.8,103,2
28991,3930.17,3.1,158,3
27155,2801.4,3.7,153,3
3798,2341.72,1.9,95,1
11498,2562.69,0.2,155,3
17352,3494.3,2.4,148,3
8019,3620.5,11.7,94,1
818,3040.71,5.5,78,1
15748,3029.72,5.3,78,2
28163,2522.15,0.4,64,2
1390,3976.99,9.2,172,0
24315,2611.69,2.9,115,2
27813,1900.36,5.2,168,3
6073,3089.19,6.3,154,0
10938,3336.07,6.1,102,1
2060,1772.32,7.0,108,1
15779,2893.03,8.6,68,2
14850,2606.34,11.4,170,0
23107,2357.05,7.3,60,2
623,2566.86,6.4,155,0
20983,1630.67,1.3,175,3
11754,3022.98,2.7,113,3
17383,3117.13,10.1,175,0
2011,3735.96,9.5,114,1
7615,2473.86,4.5,66,1
7303,3062.23,5.4,141,3
7998,1847.87,4.7,101,1
16004,3776.27,10.7,124,0
14376,3768.13,8.8,156,0
20575,1898.14,7.8,149,0
17096,1623.36,4.6,135,3
24835,3018.51,1.7,128,3
18035,3729.6,9.4,77,2
18730,1633.53,1.8,95,2
16609,1592.75,10.3,101,2
16109,3180.43,9.8,77,2
13872,2356.04,8.5,91,1
171,2205.76,2.3,169,3
22665,2255.89,2.4,179,3
17400,1919.33,7.1,80,2
13385,1858.06,1.5,117,3
9228,3302.34,8.5,169,0
1658,2735.89,9.1,152,0
28988,2049.02,2.9,107,2
12877,2361.43,0.4,68,1
29230,1821.9,9.4,94,2
24438,2128.23,9.3,73,2
1673,3820.6,2.0,87,1
3706,3419.47,2.3,159,3
13861,3751.21,8.3,148,0
9176,3171.28,3.8,67,1
9400,1795.33,1.8,106,1
10766,2982.21,1.6,119,3
10106,2429.95,11.6,85,1
15214,2603.6,0.6,71,1
4251,1694.15,1.2,161,3
2671,1997.08,8.3,179,0
29573,3715.08,0.8,92,2
24362,3364.79,4.8,61,2
20772,2677.73,3.3,151,3
15000,1859.42,11.6,107,0
2108,3620.15,11.3,145,0
19140,2353.89,2.7,163,3
15522,3516.51,9.4,131,0
23407,2503.98,3.9,60,2
24262,1881.53,1.5,65,2
2289,3344.57,1.7,142,3
11017,1749.98,6.5,110,1
19694,1558.68,7.7,158,0
14811,3207.83,4.8,124,3
7831,1846.81,8.8,61,1
6775,2576.25,7.7,101,1
3097,1878.16,6.5,117,1
22440,3571.86,8.0,68,2
23996,3998.03,0.4,71,2
7867,3050.83,11.9,89,1
12828,3378.36,0.9,106,3
18739,3346.97,0.7,178,3
26832,1609.98,7.5,124,2
